																																	
#id	dollRes	shadowX	shadowY	shadowSX	shadowSY	dollX	dollY	dollSX	dollSY	catchPointY	graspAngle	faceX	faceY	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10
162	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/wi142.png	0	0	1.1	1	0	0	0.6	0.6	-160	12	30	-100	200	700	520	700	360	800														
163	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/wi143.png	-15	0	1.1	1	-15	0	0.45	0.45	-400	35	30	-360	200	750	520	750																
164	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/wi144.png	0	0	1.3	1	0	0	0.4	0.4	-150	15	30	-100	200	700	520	700	360	800														
165	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/wi145.png	0	0	0.9	1	0	0	0.6	0.6	-290	33	30	-220	200	700	520	700	360	800														
166	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/wi146.png	0	0	0.9	1	0	0	0.6	0.6	-290	33	30	-220	200	700	520	700	360	800														
167	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/wi147.png	0	0	0.9	1	0	0	0.3	0.3	-270	28	30	-220	200	700	520	700	360	800														
168	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/wi148.png	0	0	1.2	1	0	0	0.5	0.5	-140	8	30	-100	200	700	520	700	360	800														
169	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xn149.png	0	-10	1	1	0	-8	0.5	0.5	-220	24	50	-160	200	700	520	700	360	800														
170	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/108.png	0	0	1.2	1	0	0	1.1	1.1	-220	18	50	-180	200	700	520	700	360	800														
171	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs1.png	0	-10	1	1	0	-8	0.7	0.7	-220	26	50	-160	200	700	520	700	360	800														
172	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs2.png	0	-10	1.2	1.2	0	-8	0.9	0.9	-260	18	50	-200	200	700	520	700	360	800														
173	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs3.png	0	-10	1.2	1.2	0	-8	0.8	0.8	-230	25	50	-160	200	700	520	700	360	800														
174	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs4.png	0	-10	1	1	0	-8	0.8	0.8	-240	27	50	-200	200	700	520	700	360	800														
175	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs5.png	0	-10	1.2	1.2	0	-8	0.8	0.8	-220	20	50	-160	200	700	520	700	360	800														
176	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs6.png	0	0	1	1	0	0	0.7	0.7	-220	26	30	-160	200	700	520	700	360	800														
177	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs7.png	0	0	1.2	1.2	0	0	1	1	-290	22	30	-250	200	700	520	700	360	800														
178	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs8.png	0	0	1.1	1.1	0	0	1	1	-290	22	30	-250	200	700	520	700	360	800														
179	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs9.png	0	0	1.1	1.1	0	0	0.7	0.7	-200	18	30	-120	200	700	520	700	360	800														
180	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs10.png	0	0	1.1	1.1	0	0	0.8	0.8	-200	13	30	-120	200	700	520	700	360	800														
181	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs11.png	12	0	1.1	1.1	12	0	1	1	-300	28	30	-240	200	700	520	700	360	800														
182	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs12.png	0	0	1.1	1.1	0	0	0.8	0.8	-240	28	30	-180	200	700	520	700	360	800														
183	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs13.png	0	0	1.3	1.3	0	0	0.8	0.8	-180	12	-20	-120	200	700	520	700	360	800														
184	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs14.png	0	0	1.2	1.2	0	0	0.8	0.8	-250	18	30	-200	200	700	520	700	360	800														
185	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs15.png	0	0	1	1	0	0	1	1	-180	22	30	-120	200	700	520	700	360	800														
186	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs16.png	2	0	1.2	1.2	2	0	0.8	0.8	-200	25	30	-130	200	700	520	700	360	800														
187	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs17.png	0	0	1	1	0	0	0.8	0.8	-200	25	30	-130	200	700	520	700	360	800														
188	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs18.png	0	0	1	1	0	0	0.8	0.8	-220	22	30	-150	200	700	520	700	360	800														
189	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs19.png	0	0	1	1	0	0	0.8	0.8	-240	17	30	-100	200	700	520	700	360	800														
190	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs20.png	0	0	1.3	1.3	0	0	0.7	0.7	-140	11	30	-100	200	700	520	700	360	800														
191	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs21.png	0	0	1.2	1.2	0	0	0.8	0.8	-160	16	85	-100	200	700	520	700	360	800														
192	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs22.png	-10	0	1.2	1.2	-10	0	0.8	0.8	-200	28	30	-140	200	700	520	700	360	800														
193	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs23.png	0	0	1.3	1.3	0	0	0.6	0.6	-200	12	30	-140	200	700	520	700	360	800														
194	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs24.png	0	0	1.2	1.2	0	0	0.8	0.8	-250	25	30	-180	200	700	520	700	360	800														
195	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs25.png	-23	0	1	1	-23	0	0.8	0.8	-240	28	60	-180	200	700	520	700	360	800														
196	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs26.png	0	0	0.9	0.9	0	0	0.8	0.8	-220	29	30	-160	200	700	520	700	360	800														
197	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs27.png	0	0	1.2	1.2	0	0	0.4	0.4	-180	17	30	-120	200	700	520	700	360	800														
198	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs28.png	0	0	0.8	0.8	0	0	0.3	0.3	-290	28	30	-220	200	700	520	700	360	800														
199	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs29.png	0	0	0.8	0.8	0	0	0.3	0.3	-310	28	30	-220	200	700	520	700	360	800														
200	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs30.png	0	0	0.8	0.8	0	0	0.3	0.3	-250	28	30	-220	200	700	520	700	360	800														
201	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs31.png	0	0	0.8	0.8	0	0	0.4	0.4	-270	32	30	-220	200	700	520	700	360	800														
202	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs32.png	0	0	0.8	0.8	0	0	0.5	0.5	-250	30	30	-220	200	700	520	700	360	800														
203	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs33.png	0	0	1.2	1.2	0	0	0.3	0.3	-250	26	30	-220	200	700	520	700	360	800														
204	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs34.png	0	0	1.4	1.4	0	0	0.5	0.5	-230	26	30	-160	200	700	520	700	360	800														
205	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs35.png	0	0	0.8	0.8	0	0	0.5	0.5	-230	33	30	-160	200	700	520	700	360	800														
206	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs36.png	0	0	1.2	1.2	0	0	0.5	0.5	-190	18	30	-120	200	700	520	700	360	800														
207	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs37.png	-2	0	0.8	0.8	-2	0	0.6	0.6	-280	34	30	-220	200	700	520	700	360	800														
208	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs38.png	-7	0	1.2	1.2	-7	0	0.7	0.7	-160	18	80	-120	200	700	520	700	360	800														
209	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs39.png	0	0	1.2	1.2	0	0	0.5	0.5	-170	10	-20	-100	200	700	520	700	360	800														
210	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs40.png	-2	0	0.8	0.8	-2	0	0.5	0.5	-190	30	30	-120	200	700	520	700	360	800														
211	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs41.png	0	0	1	1	0	0	0.4	0.4	-190	26	30	-120	200	700	520	700	360	800														
212	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs42.png	0	0	1	1	0	0	0.4	0.4	-190	30	30	-140	200	700	520	700	360	800														
213	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs43.png	0	0	0.8	0.8	0	0	0.4	0.4	-210	35	30	-140	200	700	520	700	360	800														
214	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs44.png	0	0	1	1	0	0	0.6	0.6	-210	30	30	-120	200	700	520	700	360	800														
215	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs45.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
216	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs46.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
217	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs47.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
218	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs48.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
219	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs49.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
220	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs50.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
221	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs51.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
222	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs52.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
223	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs53.png	0	0	1	1	-3	0	0.5	0.5	-180	30	50	-160	200	700	520	700	360	800														
224	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs54.png	0	0	1.2	1.2	0	0	0.5	0.5	-180	30	30	-140	200	700	520	700	360	800														
225	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs55.png	0	0	1	1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
226	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs56.png	0	0	1.2	1.2	0	0	0.5	0.5	-190	26	30	-120	200	700	520	700	360	800														
227	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs57.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
228	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs58.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
229	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs59.png	0	0	1	1	0	0	0.5	0.5	-180	30	50	-130	200	700	520	700	360	800														
230	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs60.png	0	0	1	1	0	0	0.5	0.5	-180	30	35	-200	200	700	520	700	360	800														
231	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs61.png	0	-10	1	1	0	10	0.5	0.5	-180	28	50	-120	200	700	520	700	360	800														
232	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs62.png	0	0	1	1	0	0	0.5	0.5	-180	28	50	-120	200	700	520	700	360	800														
233	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs63.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
234	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs64.png	0	0	1.2	1	0	0	0.5	0.5	-180	30	60	-200	200	700	520	700	360	800														
235	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs65.png	0	0	1.2	1.2	0	0	0.4	0.5	-180	30	30	-120	200	700	520	700	360	800														
236	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs66.png	0	0	1	1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
237	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs67.png	0	0	1	1	0	0	0.5	0.5	-180	30	40	-140	200	700	520	700	360	800														
239	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs68.png	0	-10	1	1	0	10	0.5	0.5	-180	30	40	-120	200	700	520	700	360	800														
240	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs69.png	0	-20	1	1	0	20	0.4	0.4	-180	30	30	-140	200	700	520	700	360	800														
241	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs70.png	0	-10	1.1	1.1	0	10	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
242	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs71.png	0	0	1	1	0	0	0.5	0.5	-180	30	40	-120	200	700	520	700	360	800														
243	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs72.png	0	0	1.2	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
244	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs73.png	0	-10	1.2	1	0	10	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
245	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs74.png	0	-10	1.1	1	0	0	0.4	0.4	-180	30	30	-140	200	700	520	700	360	800														
246	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs75.png	0	-10	1.2	1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
247	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs76.png	0	0	1.2	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
248	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs77.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	50	-140	200	700	520	700	360	800														
249	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs78.png	0	0	1.1	1	0	0	0.4	0.4	-180	30	40	-120	200	700	520	700	360	800														
250	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs79.png	0	-20	1	1	0	20	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
251	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs80.png	0	-10	1.2	1	0	10	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
252	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs81.png	0	0	1	1	0	10	0.5	0.5	-180	30	40	-120	200	700	520	700	360	800														
253	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/xs82.png	0	-10	1	1	0	0	0.5	0.5	-180	30	40	-120	200	700	520	700	360	800														
255	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm101.png	0	0	1	1	0	0	0.5	0.5	-180	30	50	-140	200	700	520	700	360	800														
256	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm102.png	0	0	1	1	0	0	0.5	0.5	-180	30	50	-150	200	700	520	700	360	800														
257	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm103.png	0	0	1.1	1	0	0	0.4	0.4	-180	30	30	-120	200	700	520	700	360	800														
258	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm104.png	0	0	1	1	0	0	0.5	0.5	-180	30	50	-150	200	700	520	700	360	800														
259	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm105.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	40	-120	200	700	520	700	360	800														
260	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm106.png	0	0	1.1	1	0	0	0.4	0.5	-180	30	30	-120	200	700	520	700	360	800														
261	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm107.png	0	0	1	1	0	0	0.4	0.5	-180	30	50	-150	200	700	520	700	360	800														
262	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm108.png	0	0	1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
263	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm109.png	0		1.1	1	0	10	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
264	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm110.png	0	-10	1.2	1	0	10	0.4	0.4	-180	30	30	-120	200	700	520	700	360	800														
265	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm111.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
266	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm112.png	0	-10	1.1	1	0	0	0.4	0.4	-180	30	30	-120	200	700	520	700	360	800														
267	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm113.png	0	0	1.1	1	0	0	0.4	0.4	-180	30	60	-120	200	700	520	700	360	800														
268	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm114.png	0	-10	1.1	1	0	0	0.5	0.5	-180	30	30	-120	200	700	520	700	360	800														
269	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm115.png	0	0	1.1	1	0	0	0.4	0.4	-180	30	30	-120	200	700	520	700	360	800														
270	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm116.png	0	0	1.1	1	0	0	0.4	0.4	-180	30	40	-120	200	700	520	700	360	800														
271	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm117.png	0	0	1.1	1	0	0	0.4	0.4	-180	30	40	-120	200	700	520	700	360	800														
272	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm118.png	0	0	1.1	1	0	0	0.6	0.6	-170	30	50	-110	200	700	520	700	360	800														
273	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm119.png	0	0	1.1	1	0	0	0.6	0.6	-180	30	50	-180	200	700	520	700	360	800														
274	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm120.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
275	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm121.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
276	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm122.png	0	0	1	1	0	0	0.5	0.5	-180	30	40	-120	200	700	520	700	360	800														
277	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/qm123.png	0	0	1	1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
278	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy001.png	0	0	1.1	1.1	0	0	0.4	0.4	-180	30	50	-120	200	700	520	700	360	800														
279	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy002.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	50	-140	200	700	520	700	360	800														
280	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy003.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
281	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy004.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
282	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy005.png	0	0	1.1	1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
283	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy006.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
284	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy007.png	0	0	1.1	1	0	0	0.4	0.4	-180	30	50	-120	200	700	520	700	360	800														
285	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy008.png	0	0	1.1	1.1	0	0	0.5	0.4	-180	30	50	-120	200	700	520	700	360	800														
286	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy009.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
287	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy010.png	0	0	1.1	1.1	0	0	0.4	0.4	-180	30	50	-120	200	700	520	700	360	800														
288	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy011.png	0	0	1.1	1.1	0	0	0.6	0.6	-180	30	50	-120	200	700	520	700	360	800														
289	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy012.png	0	0	1.1	1.1	0	0	0.6	0.6	-180	30	50	-120	200	700	520	700	360	800														
290	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy013.png	0	0	1.1	1.1	0	0	0.6	0.6	-180	30	50	-120	200	700	520	700	360	800														
291	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy014.png	0	0	1.1	1.1	0	0	0.6	0.6	-180	30	50	-120	200	700	520	700	360	800														
292	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy015.png	0	-10	1.1	1.1	0	10	0.6	0.6	-180	30	50	-120	200	700	520	700	360	800														
293	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy016.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
294	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy017.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
295	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/sy018.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
302	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw001.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
303	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw002.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
304	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw003.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
305	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw004.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
306	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw005.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
307	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw006.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
308	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw007.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
309	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw008.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
310	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw009.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
311	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw010.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
312	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw011.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
313	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw012.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
314	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw013.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
315	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw014.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
316	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw015.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
317	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw016.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
318	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw017.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
319	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw018.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
320	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw019.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
321	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw020.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
322	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw021.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
323	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw022.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
324	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw023.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
325	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw024.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
326	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw025.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
327	http://zww.ooxxp.com/zwwimg/h5jyzwwimg/Dolls/mw026.png	0	0	1.1	1.1	0	0	0.5	0.5	-180	30	50	-120	200	700	520	700	360	800														
